age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit
36,blue-collar,single,secondary,no,0,no,no,unknown,19,jun,238,1,-1,0,unknown,no
44,blue-collar,single,primary,no,0,yes,no,cellular,24,jul,184,1,-1,0,unknown,no
30,management,single,tertiary,no,136,yes,no,unknown,23,may,152,1,-1,0,unknown,no
34,admin.,single,secondary,no,846,yes,no,cellular,17,apr,758,2,-1,0,unknown,no
20,student,single,primary,no,0,no,no,cellular,1,feb,143,5,91,8,failure,no
31,services,married,secondary,no,505,no,no,cellular,11,jul,773,3,-1,0,unknown,no
34,blue-collar,married,primary,no,3986,yes,no,cellular,17,apr,345,2,-1,0,unknown,no
27,technician,single,tertiary,no,11862,no,no,telephone,25,may,281,5,101,1,success,no
47,management,married,primary,yes,145,no,yes,unknown,1,jul,163,1,-1,0,unknown,no
56,management,divorced,tertiary,no,2037,no,no,cellular,6,may,160,1,91,5,success,no
45,technician,divorced,secondary,no,441,yes,no,cellular,2,feb,535,1,-1,0,unknown,no
35,blue-collar,married,primary,no,105,yes,no,unknown,8,may,369,2,-1,0,unknown,no
32,technician,married,secondary,no,465,yes,no,cellular,12,may,210,2,-1,0,unknown,no
44,entrepreneur,married,secondary,no,320,yes,yes,cellular,5,feb,269,3,234,2,other,no
38,services,married,secondary,no,-762,yes,yes,unknown,30,may,408,2,-1,0,unknown,no
32,management,single,tertiary,no,316,yes,no,cellular,29,jan,215,3,-1,0,unknown,no
58,admin.,married,unknown,no,903,no,no,cellular,28,jan,56,1,-1,0,unknown,no
35,management,single,tertiary,no,123,yes,no,unknown,9,may,83,3,-1,0,unknown,no
40,blue-collar,married,secondary,no,273,yes,no,unknown,19,jun,1082,1,-1,0,unknown,no
36,technician,married,secondary,no,1345,yes,no,unknown,30,may,231,3,-1,0,unknown,no
52,blue-collar,married,secondary,no,1027,no,no,cellular,23,jul,59,1,-1,0,unknown,no
35,technician,single,secondary,no,1855,yes,no,unknown,7,may,138,1,-1,0,unknown,no
38,services,single,secondary,no,1315,no,no,unknown,20,jun,23,12,-1,0,unknown,no
43,admin.,married,secondary,no,59,yes,no,cellular,15,jul,60,3,-1,0,unknown,no
43,admin.,married,secondary,no,2682,no,no,cellular,30,jul,103,8,-1,0,unknown,no
35,management,married,tertiary,no,2682,yes,no,cellular,9,jul,156,1,-1,0,unknown,no
40,services,married,secondary,no,3164,yes,no,cellular,3,apr,329,2,-1,0,unknown,no
49,technician,divorced,secondary,no,342,no,yes,cellular,19,nov,58,3,-1,0,unknown,no
35,services,single,secondary,no,1742,yes,no,cellular,31,jul,39,2,-1,0,unknown,no
42,technician,divorced,secondary,no,-106,yes,no,unknown,29,may,95,1,-1,0,unknown,no
29,unemployed,single,unknown,no,67,no,no,cellular,28,jan,330,2,-1,0,unknown,no
26,technician,single,secondary,no,430,no,no,cellular,5,feb,450,2,-1,0,unknown,no
44,blue-collar,single,primary,no,-234,yes,yes,cellular,15,may,71,3,347,1,failure,no
29,management,single,tertiary,no,0,yes,no,cellular,13,may,155,1,351,1,failure,no
36,blue-collar,married,secondary,no,-206,yes,no,unknown,8,may,177,2,-1,0,unknown,no
30,technician,single,secondary,no,656,no,yes,unknown,4,jul,523,1,-1,0,unknown,no
52,retired,married,secondary,no,603,no,yes,unknown,9,jun,79,1,-1,0,unknown,no
55,admin.,married,secondary,no,1102,yes,no,unknown,15,may,126,2,-1,0,unknown,no
30,services,single,secondary,no,117,no,no,cellular,28,jan,135,1,-1,0,unknown,no
29,technician,single,secondary,no,-13,yes,no,cellular,14,may,512,3,-1,0,unknown,no
27,admin.,single,tertiary,no,1993,yes,no,cellular,5,may,102,5,-1,0,unknown,no
58,retired,divorced,unknown,no,5920,yes,no,cellular,21,nov,96,1,121,1,failure,no
33,services,married,secondary,no,881,yes,no,unknown,21,may,67,5,-1,0,unknown,no
48,admin.,married,secondary,no,0,yes,no,cellular,17,jul,109,4,-1,0,unknown,no
39,housemaid,married,secondary,no,953,no,no,cellular,30,jan,23,6,232,3,other,no
55,blue-collar,married,primary,no,781,yes,no,cellular,3,feb,112,3,270,2,failure,no
40,blue-collar,single,primary,no,1530,yes,no,cellular,20,apr,8,3,315,1,failure,no
33,management,single,tertiary,no,2667,yes,no,cellular,18,may,57,1,180,3,failure,no
56,admin.,married,secondary,no,5310,no,no,unknown,19,jun,74,1,-1,0,unknown,no
42,blue-collar,married,secondary,no,1468,yes,no,unknown,28,may,136,1,-1,0,unknown,no
43,unknown,married,primary,no,0,yes,no,cellular,9,jul,132,1,-1,0,unknown,no
41,management,married,tertiary,no,144,no,no,cellular,27,feb,123,3,-1,0,unknown,no
58,admin.,single,secondary,no,247,no,yes,unknown,20,jun,66,6,-1,0,unknown,no
29,blue-collar,married,primary,no,258,yes,no,unknown,26,may,130,1,-1,0,unknown,no
38,management,married,tertiary,no,595,yes,no,cellular,18,nov,70,1,-1,0,unknown,no
49,blue-collar,divorced,secondary,yes,259,no,no,unknown,16,may,283,2,-1,0,unknown,no
55,self-employed,married,secondary,no,2408,no,no,telephone,9,apr,327,2,140,1,failure,no
53,management,married,tertiary,no,1356,yes,no,cellular,5,aug,397,2,93,2,failure,no
56,admin.,married,secondary,no,292,yes,no,unknown,28,may,228,9,-1,0,unknown,no
31,management,single,tertiary,no,2384,yes,no,cellular,14,apr,608,2,-1,0,unknown,no
29,technician,single,secondary,no,307,yes,no,cellular,3,feb,216,1,-1,0,unknown,no
48,admin.,married,secondary,no,292,yes,yes,cellular,29,jul,164,6,-1,0,unknown,no
43,blue-collar,married,primary,no,3131,yes,no,unknown,3,jun,441,3,-1,0,unknown,no
29,technician,married,secondary,no,0,no,no,unknown,12,may,33,2,-1,0,unknown,no
39,management,single,tertiary,no,2258,yes,no,cellular,31,jul,255,2,-1,0,unknown,no
53,management,married,tertiary,no,1348,no,yes,cellular,17,jul,120,3,-1,0,unknown,no
48,blue-collar,married,secondary,no,741,yes,no,cellular,16,apr,227,1,-1,0,unknown,no
34,management,married,tertiary,no,0,no,no,cellular,22,apr,176,1,-1,0,unknown,no
52,management,single,tertiary,no,741,no,no,cellular,7,aug,63,2,-1,0,unknown,no
30,admin.,married,secondary,no,521,yes,no,cellular,19,nov,648,1,-1,0,unknown,no
45,entrepreneur,married,primary,no,5315,yes,yes,cellular,15,may,262,2,-1,0,unknown,no
54,management,married,secondary,no,1660,no,no,cellular,20,nov,337,3,-1,0,unknown,no
44,self-employed,married,unknown,no,163,yes,no,cellular,12,aug,44,1,100,3,success,no
35,entrepreneur,married,secondary,no,1163,yes,no,unknown,20,may,284,1,-1,0,unknown,no
34,technician,single,tertiary,no,122,no,no,unknown,27,may,73,5,-1,0,unknown,no
22,student,single,unknown,no,1,no,no,telephone,15,jun,263,4,-1,0,unknown,no
65,retired,married,primary,no,493,no,no,cellular,16,oct,622,1,182,1,failure,no
49,management,married,unknown,no,0,no,no,cellular,19,nov,99,2,-1,0,unknown,no
38,management,single,unknown,no,715,yes,no,cellular,2,apr,951,1,132,3,failure,no
28,technician,single,tertiary,no,558,yes,no,cellular,15,may,300,1,-1,0,unknown,no
33,technician,married,tertiary,no,16992,yes,no,unknown,29,may,58,1,-1,0,unknown,no
34,management,married,tertiary,no,179,yes,no,cellular,20,nov,184,1,-1,0,unknown,no
26,student,single,unknown,no,198,no,no,cellular,5,feb,161,1,-1,0,unknown,no
37,blue-collar,married,primary,no,152,yes,no,cellular,17,apr,252,2,-1,0,unknown,no
40,blue-collar,married,primary,no,2805,yes,no,cellular,14,may,173,6,353,23,failure,no
28,services,single,secondary,no,6332,yes,no,telephone,7,may,149,1,343,4,failure,no
31,technician,married,secondary,no,2420,yes,no,cellular,19,nov,166,1,-1,0,unknown,no
42,management,married,secondary,no,580,no,no,cellular,22,aug,67,2,-1,0,unknown,no
34,technician,divorced,secondary,no,259,no,no,cellular,11,aug,316,2,-1,0,unknown,no
34,services,married,secondary,no,-451,yes,yes,cellular,23,jul,498,1,-1,0,unknown,no
53,management,married,tertiary,no,261,no,no,cellular,19,aug,100,2,-1,0,unknown,no
55,entrepreneur,married,tertiary,no,323,yes,yes,cellular,13,may,200,1,-1,0,unknown,no
51,entrepreneur,single,tertiary,no,0,no,no,cellular,30,jan,643,1,-1,0,unknown,no
58,retired,married,secondary,no,235,no,no,cellular,27,aug,88,4,-1,0,unknown,no
35,blue-collar,married,primary,no,526,yes,no,cellular,2,feb,914,2,-1,0,unknown,no
35,blue-collar,married,primary,no,4366,yes,no,unknown,28,may,173,3,-1,0,unknown,no
31,technician,married,tertiary,no,0,yes,yes,unknown,13,may,164,2,-1,0,unknown,no
32,student,married,secondary,no,833,yes,no,telephone,2,nov,227,5,164,3,other,no
59,retired,married,primary,yes,-13,no,no,cellular,11,aug,77,1,-1,0,unknown,no
50,management,divorced,tertiary,no,405,no,no,cellular,2,apr,82,6,-1,0,unknown,no
37,blue-collar,married,primary,no,3517,yes,no,unknown,23,may,445,1,-1,0,unknown,no
30,services,married,secondary,no,699,yes,no,unknown,29,may,544,1,-1,0,unknown,no
41,blue-collar,married,primary,no,943,yes,no,unknown,29,may,242,3,-1,0,unknown,no
43,blue-collar,married,primary,no,794,yes,no,cellular,13,may,38,3,-1,0,unknown,no
34,blue-collar,married,primary,no,503,yes,no,unknown,26,may,120,2,-1,0,unknown,no
42,management,married,tertiary,no,-700,yes,no,unknown,14,may,110,1,-1,0,unknown,no
33,management,married,tertiary,no,644,no,no,cellular,11,aug,99,2,-1,0,unknown,no
26,services,single,secondary,no,335,no,no,telephone,29,jan,393,2,-1,0,unknown,no
32,technician,single,secondary,no,719,yes,no,unknown,28,may,79,6,-1,0,unknown,no
41,management,married,tertiary,no,-195,no,yes,cellular,20,nov,112,1,-1,0,unknown,no
49,technician,divorced,secondary,no,972,no,no,cellular,16,nov,104,3,175,2,failure,no
51,blue-collar,married,primary,no,5050,no,yes,unknown,16,jun,75,7,-1,0,unknown,no
43,blue-collar,married,primary,no,232,no,yes,cellular,15,may,45,1,-1,0,unknown,no
45,services,married,primary,no,2406,yes,yes,cellular,20,apr,108,2,-1,0,unknown,no
42,entrepreneur,married,secondary,no,324,yes,no,cellular,15,jul,528,3,-1,0,unknown,no
37,blue-collar,married,secondary,no,168,yes,no,cellular,17,apr,266,2,-1,0,unknown,no
59,retired,married,secondary,no,374,no,no,cellular,29,aug,272,2,-1,0,unknown,no
31,services,single,secondary,no,658,no,no,cellular,22,may,100,1,-1,0,unknown,no
22,admin.,single,secondary,no,-1,yes,no,unknown,9,may,136,1,-1,0,unknown,no
30,self-employed,single,secondary,no,280,no,no,telephone,5,may,92,3,-1,0,unknown,no
52,admin.,divorced,unknown,no,0,no,no,cellular,26,aug,168,4,-1,0,unknown,no
50,self-employed,married,primary,no,0,no,no,cellular,22,aug,125,4,-1,0,unknown,no
34,admin.,married,secondary,no,2064,yes,no,unknown,26,may,165,2,-1,0,unknown,no
30,blue-collar,married,secondary,no,128,yes,no,unknown,14,may,273,1,-1,0,unknown,no
56,blue-collar,married,primary,no,0,yes,no,cellular,17,jul,82,1,-1,0,unknown,no
31,technician,single,secondary,no,863,yes,no,cellular,3,feb,146,1,263,5,success,no
51,admin.,married,secondary,no,50,no,no,cellular,26,aug,178,2,-1,0,unknown,no
33,services,single,secondary,no,187,yes,no,cellular,20,apr,168,3,326,1,failure,no
47,blue-collar,married,secondary,yes,-614,yes,no,unknown,26,may,118,2,-1,0,unknown,no
46,technician,married,tertiary,no,841,yes,no,unknown,6,may,158,1,-1,0,unknown,no
44,services,divorced,secondary,no,206,yes,no,cellular,14,may,78,1,365,1,failure,no
51,blue-collar,married,secondary,no,984,yes,no,telephone,7,apr,353,4,-1,0,unknown,no
39,technician,single,secondary,no,201,no,yes,unknown,6,jun,148,4,-1,0,unknown,no
41,technician,married,tertiary,no,585,yes,no,telephone,20,apr,60,1,-1,0,unknown,no
33,management,single,tertiary,no,8514,no,no,cellular,20,aug,131,1,-1,0,unknown,no
31,admin.,married,secondary,no,728,yes,yes,cellular,15,may,152,1,352,4,failure,no
60,entrepreneur,divorced,secondary,no,80,yes,no,unknown,15,may,397,1,-1,0,unknown,no
34,technician,married,secondary,no,1246,no,no,unknown,28,may,88,3,-1,0,unknown,no
58,services,married,secondary,no,818,no,no,cellular,22,aug,283,1,-1,0,unknown,no
36,admin.,single,unknown,no,1815,no,no,unknown,5,jun,387,1,-1,0,unknown,no
42,technician,married,secondary,no,0,no,no,cellular,30,jul,351,2,-1,0,unknown,no
44,services,divorced,secondary,no,210,no,yes,unknown,12,may,111,2,-1,0,unknown,no
31,services,married,secondary,no,71,yes,no,cellular,17,jul,740,2,-1,0,unknown,no
51,blue-collar,married,primary,no,1869,no,no,unknown,17,jun,30,3,-1,0,unknown,no
59,admin.,married,primary,no,1040,no,no,telephone,31,jul,733,1,-1,0,unknown,no
33,admin.,married,secondary,no,920,no,no,cellular,13,aug,111,1,105,1,success,no
47,blue-collar,married,secondary,no,668,yes,no,cellular,4,may,230,6,354,2,success,no
43,management,divorced,tertiary,no,36,no,no,cellular,13,feb,61,1,193,1,failure,no
44,housemaid,married,primary,yes,-972,yes,yes,unknown,16,may,114,2,-1,0,unknown,no
29,admin.,single,secondary,no,382,yes,no,unknown,12,may,460,1,-1,0,unknown,no
30,admin.,married,secondary,no,-170,yes,yes,unknown,26,may,130,1,-1,0,unknown,no
43,management,married,unknown,no,5172,yes,no,unknown,29,may,57,3,-1,0,unknown,no
53,technician,single,tertiary,no,1,no,no,cellular,21,aug,190,1,-1,0,unknown,no
46,blue-collar,married,secondary,no,922,yes,no,telephone,18,nov,296,2,-1,0,unknown,no
41,management,married,tertiary,no,3016,yes,no,cellular,14,jul,80,3,-1,0,unknown,no
44,blue-collar,married,primary,no,0,yes,no,cellular,30,jul,83,2,-1,0,unknown,no
38,management,married,tertiary,no,1101,yes,no,telephone,9,nov,43,1,-1,0,unknown,no
43,management,divorced,tertiary,no,3578,no,no,cellular,29,jan,376,2,-1,0,unknown,no
41,blue-collar,married,primary,no,0,yes,yes,unknown,6,may,238,1,-1,0,unknown,no
44,blue-collar,married,secondary,no,0,yes,no,cellular,21,jul,90,1,-1,0,unknown,no
31,blue-collar,married,secondary,no,-190,yes,yes,cellular,8,may,299,3,-1,0,unknown,no
59,self-employed,married,tertiary,no,185,no,no,cellular,4,feb,283,1,-1,0,unknown,no
30,management,single,tertiary,no,156,yes,no,unknown,9,jun,174,9,-1,0,unknown,no
35,blue-collar,married,secondary,no,503,yes,yes,unknown,9,may,57,2,-1,0,unknown,no
57,retired,married,secondary,no,485,no,no,cellular,2,feb,79,2,187,2,failure,no
53,technician,divorced,secondary,no,392,yes,no,cellular,28,jan,70,1,245,1,failure,no
35,blue-collar,married,secondary,no,625,no,no,cellular,13,may,267,1,-1,0,unknown,no
49,services,married,primary,no,468,no,no,cellular,5,aug,608,2,-1,0,unknown,no
41,management,married,secondary,no,280,yes,no,cellular,2,jun,88,1,95,2,success,no
40,services,married,secondary,no,181,yes,no,unknown,16,may,370,1,-1,0,unknown,no
57,admin.,married,unknown,no,1401,no,no,cellular,21,aug,91,22,-1,0,unknown,no
38,management,married,unknown,no,1349,yes,no,unknown,6,may,100,1,-1,0,unknown,no
49,services,married,primary,no,5737,yes,no,unknown,29,may,417,2,-1,0,unknown,no
38,management,married,tertiary,no,1187,yes,yes,cellular,2,feb,157,1,-1,0,unknown,no
26,admin.,married,secondary,no,5231,no,yes,cellular,17,jul,222,2,-1,0,unknown,no
34,admin.,married,secondary,no,3185,yes,no,unknown,13,may,520,1,-1,0,unknown,no
58,management,married,tertiary,no,3228,no,no,cellular,19,aug,58,2,-1,0,unknown,no
30,services,married,secondary,no,80,yes,no,unknown,8,may,185,2,-1,0,unknown,no
52,blue-collar,divorced,primary,no,2800,no,no,unknown,19,jun,149,1,-1,0,unknown,no
30,technician,single,tertiary,no,10,no,no,cellular,26,aug,276,8,-1,0,unknown,no
52,blue-collar,married,secondary,no,331,no,no,cellular,8,aug,84,4,-1,0,unknown,no
34,entrepreneur,married,secondary,no,223,no,yes,cellular,11,aug,103,6,-1,0,unknown,no
33,blue-collar,married,primary,no,0,no,no,cellular,8,may,174,1,-1,0,unknown,no
34,admin.,married,tertiary,no,35,yes,no,cellular,15,oct,76,1,69,2,failure,no
23,admin.,married,secondary,no,299,yes,no,unknown,19,jun,104,1,-1,0,unknown,no
37,blue-collar,married,primary,no,240,yes,no,cellular,11,may,259,1,370,2,other,no
59,management,married,unknown,no,3534,no,no,cellular,21,nov,216,4,-1,0,unknown,no
42,management,married,tertiary,no,223,no,no,cellular,6,aug,92,6,-1,0,unknown,no
50,admin.,divorced,secondary,no,-194,yes,no,cellular,13,apr,238,2,-1,0,unknown,no
41,technician,divorced,secondary,no,1545,no,yes,cellular,13,aug,183,2,-1,0,unknown,no
34,technician,single,secondary,no,440,yes,no,cellular,6,may,445,2,345,2,failure,no
57,management,married,primary,no,2538,no,yes,telephone,17,jul,485,2,-1,0,unknown,no
52,services,married,unknown,no,337,yes,no,unknown,19,may,85,3,-1,0,unknown,no
61,retired,married,unknown,no,-492,no,yes,unknown,4,jul,333,1,-1,0,unknown,no
31,technician,single,tertiary,no,53,no,no,cellular,28,jan,97,2,-1,0,unknown,no
27,student,single,secondary,no,91,no,no,telephone,4,dec,157,6,95,37,other,no
48,blue-collar,single,primary,no,316,no,no,unknown,5,jun,560,2,-1,0,unknown,no
27,management,single,unknown,no,3196,no,no,cellular,9,feb,10,2,-1,0,unknown,no
37,blue-collar,married,secondary,no,2697,yes,no,cellular,20,apr,430,1,-1,0,unknown,no
28,student,single,tertiary,no,3,no,no,cellular,11,nov,135,2,148,1,other,no
34,services,married,secondary,no,244,no,no,cellular,4,feb,696,2,-1,0,unknown,no
42,services,single,unknown,no,410,no,no,cellular,21,nov,34,2,-1,0,unknown,no
39,admin.,married,secondary,no,159,no,no,cellular,19,nov,177,1,-1,0,unknown,no
30,management,married,tertiary,no,6432,yes,no,cellular,21,nov,206,2,119,3,other,no
35,blue-collar,married,secondary,no,-701,yes,yes,cellular,7,may,531,3,-1,0,unknown,no
43,housemaid,single,primary,no,24,no,no,cellular,31,jul,35,2,-1,0,unknown,no
33,management,married,tertiary,no,296,no,no,cellular,16,jul,90,2,-1,0,unknown,no
24,blue-collar,single,secondary,no,1,yes,no,cellular,11,may,79,2,-1,0,unknown,no
39,technician,married,secondary,no,1965,yes,no,unknown,2,jun,65,1,-1,0,unknown,no
27,technician,single,tertiary,no,501,no,yes,telephone,30,jan,370,4,-1,0,unknown,no
50,blue-collar,married,secondary,no,3558,no,no,cellular,26,aug,84,10,-1,0,unknown,no
30,blue-collar,married,secondary,no,177,yes,no,cellular,9,apr,62,2,332,3,failure,no
52,technician,divorced,secondary,no,204,no,no,cellular,7,aug,134,2,-1,0,unknown,no
30,admin.,married,secondary,no,46,yes,no,unknown,6,may,114,2,-1,0,unknown,no
35,technician,divorced,secondary,no,2047,yes,no,cellular,1,oct,66,1,-1,0,unknown,no
36,admin.,single,secondary,no,810,yes,no,unknown,17,jun,296,1,-1,0,unknown,no
39,management,single,tertiary,no,1914,no,no,cellular,18,aug,94,4,-1,0,unknown,no
43,admin.,single,secondary,no,56831,no,no,unknown,15,may,243,1,-1,0,unknown,no
43,admin.,single,secondary,no,386,no,no,cellular,12,oct,242,1,92,4,success,no
46,admin.,married,primary,no,469,yes,no,cellular,2,feb,75,1,264,10,other,no
33,admin.,married,tertiary,no,69,no,yes,cellular,4,may,77,2,-1,0,unknown,no
56,entrepreneur,married,tertiary,no,-124,yes,no,unknown,15,may,374,5,-1,0,unknown,no
60,retired,married,primary,no,600,no,no,cellular,19,aug,99,6,-1,0,unknown,no
48,management,married,tertiary,no,3842,no,no,cellular,1,oct,168,1,122,2,success,no
31,blue-collar,married,secondary,no,-720,yes,yes,unknown,15,may,112,2,-1,0,unknown,no
36,blue-collar,single,secondary,no,1127,yes,no,cellular,10,jul,455,1,-1,0,unknown,no
24,student,single,secondary,no,423,yes,no,unknown,5,may,226,3,-1,0,unknown,no
27,blue-collar,married,secondary,no,-59,no,yes,cellular,8,jul,154,3,-1,0,unknown,no
36,admin.,married,secondary,no,0,yes,yes,cellular,11,may,94,1,-1,0,unknown,no
29,technician,married,tertiary,no,1489,yes,no,unknown,28,may,430,1,-1,0,unknown,no
42,self-employed,married,secondary,no,0,no,no,cellular,14,aug,277,4,-1,0,unknown,no
44,management,married,tertiary,no,1451,yes,no,cellular,5,feb,80,7,80,15,failure,no
42,blue-collar,married,unknown,no,452,yes,no,cellular,17,nov,359,2,-1,0,unknown,no
39,entrepreneur,married,secondary,no,283,yes,no,unknown,26,may,126,2,-1,0,unknown,no
45,management,single,tertiary,no,16,no,no,cellular,31,jul,59,2,-1,0,unknown,no
36,blue-collar,married,primary,no,973,yes,yes,unknown,23,may,293,1,-1,0,unknown,no
34,blue-collar,married,secondary,no,1257,yes,no,unknown,26,may,109,7,-1,0,unknown,no
43,technician,married,secondary,no,-1701,yes,no,unknown,26,may,285,1,-1,0,unknown,no
32,blue-collar,single,secondary,no,567,yes,no,cellular,7,may,275,2,342,4,other,no
38,technician,married,tertiary,no,-1,no,no,cellular,8,aug,188,4,-1,0,unknown,no
29,blue-collar,married,secondary,no,3310,no,no,cellular,1,sep,367,1,91,4,failure,no
28,blue-collar,married,primary,no,115,yes,no,unknown,28,may,78,4,-1,0,unknown,no
33,management,single,tertiary,no,321,no,no,cellular,22,aug,227,2,-1,0,unknown,no
43,admin.,married,secondary,no,71,no,no,unknown,7,may,180,5,-1,0,unknown,no
42,unemployed,divorced,secondary,no,759,no,no,cellular,28,jan,97,1,169,3,failure,no
33,management,married,tertiary,no,23,yes,yes,cellular,6,feb,150,1,-1,0,unknown,no
32,technician,single,secondary,no,3297,no,no,cellular,11,aug,99,2,-1,0,unknown,no
42,housemaid,single,secondary,no,578,no,no,telephone,28,jan,44,1,-1,0,unknown,no
42,housemaid,married,primary,no,4279,yes,no,cellular,22,jul,98,1,-1,0,unknown,no
29,blue-collar,single,secondary,no,234,yes,no,cellular,8,may,139,1,345,1,other,no
27,management,single,tertiary,no,1137,yes,no,cellular,8,may,26,1,-1,0,unknown,no
38,management,single,tertiary,no,8669,yes,no,telephone,20,apr,5,3,150,6,failure,no
45,entrepreneur,married,primary,no,488,yes,no,telephone,28,jul,90,11,-1,0,unknown,no
32,management,single,tertiary,no,1077,no,no,cellular,5,aug,200,1,717,4,failure,no
33,technician,married,secondary,no,4790,yes,no,cellular,20,apr,137,1,272,2,failure,no
48,technician,married,secondary,no,256,yes,no,unknown,29,may,150,4,-1,0,unknown,no
53,blue-collar,married,secondary,no,974,yes,no,unknown,26,may,197,2,-1,0,unknown,no
23,technician,single,unknown,no,231,yes,no,cellular,7,may,560,3,367,1,other,no
41,blue-collar,married,secondary,no,196,yes,no,unknown,13,may,488,1,-1,0,unknown,no
41,admin.,single,secondary,no,2002,yes,no,cellular,15,may,172,2,350,1,failure,no
50,services,married,tertiary,no,218,yes,no,unknown,9,may,388,2,-1,0,unknown,no
28,blue-collar,single,secondary,no,1011,yes,no,cellular,20,apr,204,3,-1,0,unknown,no
54,retired,divorced,secondary,no,2761,no,no,cellular,16,jul,771,1,-1,0,unknown,no
38,services,divorced,primary,no,92,yes,yes,unknown,29,may,118,3,-1,0,unknown,no
27,self-employed,married,tertiary,no,10005,yes,no,cellular,14,apr,163,3,271,2,failure,no
54,management,married,tertiary,no,1168,no,no,telephone,4,may,150,5,-1,0,unknown,no
28,services,single,secondary,no,168,yes,no,cellular,7,may,128,1,-1,0,unknown,no
32,technician,single,tertiary,no,1710,yes,no,cellular,15,may,439,1,175,3,other,no
39,services,married,secondary,no,207,no,no,unknown,6,jun,78,2,-1,0,unknown,no
29,technician,single,secondary,no,18,no,no,cellular,3,feb,206,3,-1,0,unknown,no
46,admin.,single,unknown,no,306,yes,no,cellular,11,may,289,5,-1,0,unknown,no
37,entrepreneur,married,primary,no,8,yes,yes,cellular,16,jul,46,1,-1,0,unknown,no
30,management,married,tertiary,no,-250,yes,no,unknown,20,jun,11,6,-1,0,unknown,no
41,blue-collar,married,secondary,no,449,yes,yes,cellular,12,may,313,2,-1,0,unknown,no
39,unemployed,married,secondary,no,1654,no,no,unknown,20,jun,264,6,-1,0,unknown,no
38,blue-collar,married,primary,no,714,yes,no,unknown,29,may,225,3,-1,0,unknown,no
55,management,single,tertiary,no,1498,no,no,cellular,25,aug,340,5,-1,0,unknown,no
29,services,single,secondary,no,695,no,no,unknown,3,jul,97,1,-1,0,unknown,no
36,technician,single,secondary,no,-15,yes,no,unknown,6,may,341,3,-1,0,unknown,no
60,blue-collar,married,primary,no,14,yes,yes,cellular,15,may,781,4,178,3,failure,no
43,services,divorced,secondary,no,-287,yes,no,cellular,20,apr,580,4,-1,0,unknown,no
45,blue-collar,married,primary,no,0,yes,no,cellular,24,jul,137,1,-1,0,unknown,no
36,management,divorced,tertiary,no,-978,yes,no,cellular,13,may,62,3,-1,0,unknown,no
53,blue-collar,married,secondary,no,0,yes,no,cellular,7,may,407,2,-1,0,unknown,no
41,self-employed,married,secondary,no,20,no,no,unknown,5,jun,333,1,-1,0,unknown,no
51,blue-collar,married,secondary,no,700,no,no,cellular,8,aug,237,4,-1,0,unknown,no
34,blue-collar,married,secondary,no,-58,yes,yes,unknown,28,may,157,2,-1,0,unknown,no
29,management,single,tertiary,no,841,no,no,cellular,5,feb,217,1,-1,0,unknown,no
35,self-employed,single,secondary,no,951,yes,no,cellular,19,nov,220,2,-1,0,unknown,no
40,management,married,tertiary,no,-63,no,yes,cellular,2,jul,196,1,-1,0,unknown,no
26,student,single,tertiary,no,641,yes,no,cellular,15,may,55,1,368,1,failure,no
32,technician,single,tertiary,no,195,yes,no,cellular,22,aug,239,2,-1,0,unknown,no
31,technician,married,tertiary,no,11,no,no,cellular,27,aug,651,2,-1,0,unknown,no
39,management,single,secondary,no,120,no,no,unknown,12,jun,66,1,-1,0,unknown,no
30,technician,married,secondary,no,450,no,yes,cellular,14,jul,72,4,-1,0,unknown,no
40,technician,married,secondary,no,8379,no,no,unknown,12,jun,52,6,-1,0,unknown,no
32,blue-collar,married,primary,no,206,yes,no,unknown,20,may,205,2,-1,0,unknown,no
46,admin.,single,secondary,no,1544,yes,no,unknown,29,may,609,1,-1,0,unknown,no
41,technician,married,secondary,no,2990,yes,no,unknown,30,may,62,3,-1,0,unknown,no
35,entrepreneur,single,secondary,no,866,yes,no,cellular,19,nov,147,1,-1,0,unknown,no
40,unemployed,single,secondary,no,1744,yes,no,unknown,21,may,465,11,-1,0,unknown,no
58,management,married,secondary,no,-382,no,no,telephone,5,feb,398,4,189,12,success,no
48,blue-collar,married,primary,no,214,yes,yes,cellular,18,nov,246,1,162,1,failure,no
37,technician,single,tertiary,no,147,no,no,unknown,7,may,416,2,-1,0,unknown,no
59,management,divorced,tertiary,no,81,no,no,cellular,26,may,140,1,-1,0,unknown,no
33,blue-collar,married,secondary,no,202,yes,no,cellular,17,apr,377,1,-1,0,unknown,no
36,admin.,married,secondary,no,1314,yes,no,cellular,17,jul,330,3,-1,0,unknown,no
40,blue-collar,married,secondary,no,-60,yes,no,cellular,21,jul,250,1,-1,0,unknown,no
53,admin.,single,primary,no,0,yes,no,cellular,7,may,176,1,322,5,other,no
32,admin.,divorced,secondary,no,-331,yes,yes,unknown,26,may,130,3,-1,0,unknown,no
32,blue-collar,married,primary,no,1504,yes,no,cellular,17,apr,131,2,-1,0,unknown,no
43,services,divorced,unknown,no,2363,yes,no,cellular,17,nov,229,1,-1,0,unknown,no
30,services,single,secondary,no,773,yes,yes,unknown,4,jun,29,1,-1,0,unknown,no
31,admin.,married,secondary,no,941,yes,no,cellular,8,apr,213,4,-1,0,unknown,no
